x,y,z
0.213654646322854,0.434627218975869,0.402410888382165
0.212486188126871,0.438012306884416,0.399320636545651
0.212301602852926,0.441416138527241,0.395550498414874
0.212426974419867,0.443429497830567,0.395923982949998
0.213503531969318,0.446381275795115,0.39363405171025
0.212876457903175,0.451254126109774,0.390006292976868
0.2115210533116,0.456431332740101,0.386470246178355
0.209859397358455,0.46100639807153,0.383316975662246
0.206680788669424,0.463335889627564,0.382480147885544
0.199638999382717,0.466432151326638,0.38255790516403
0.191009023183173,0.469934566869926,0.382124155291435
0.185268990769467,0.472141441088709,0.382040797676516
0.18136593831911,0.472690622047919,0.382407009744674
0.178311129924666,0.469925546651652,0.38445597982817
0.174658475739916,0.464628068684119,0.387247248097733
0.172343840947651,0.460376875033049,0.389690299038176
0.17057520227215,0.455793534504017,0.39237442968026
0.168896028255588,0.451403945842563,0.394591552800371
0.167927218780137,0.447688101300678,0.396545364311743
0.16642273567429,0.442417135403248,0.399507053446804
0.165835364706483,0.43583733726559,0.402896758984063
0.166486484664222,0.42809791436106,0.406170168908407
0.167778782748053,0.422211136598916,0.40831071845178
0.17003844200682,0.415744062976271,0.410495862669139
0.172435811119568,0.409714864901097,0.412431231145423
0.174837993209609,0.403804906469683,0.414336744789341
0.1768636148855,0.399760618319402,0.415649066511764
0.178705449412599,0.395278065559862,0.416981221985103
0.179703741209137,0.391419958020508,0.418012549460906
0.179234030287842,0.387436201277242,0.418977571460403
0.178341564412417,0.383868294596209,0.420047456964937
0.176334565225477,0.379833649910384,0.421195770512483
0.172848645986734,0.375139026790098,0.422317197615607
0.168190672166175,0.37018007497288,0.423280584356719
0.164229289424232,0.36627656559284,0.423942816294566
0.162089185652281,0.365006472047235,0.42433620391654
0.158648310761981,0.364,0.424396622204674
0.153535962039413,0.363,0.424547009291254
0.148793690443084,0.362,0.424553081271931
0.147147039063399,0.361,0.424696981727228
0.14668757235934,0.36,0.424829768302918
0.145516435662274,0.359,0.425126015542086
0.143103186212827,0.3595,0.426154548911259
0.139636789306944,0.36072236899139,0.425692948852155
0.136959892986495,0.359873968985946,0.42646005795427
0.131929117680935,0.362663424375691,0.426389860227744
0.12686306842049,0.365234315572027,0.426005000528961
0.122062401248362,0.367204895198654,0.424890081718157
0.117816402902131,0.369763119568205,0.424370245657563
0.113757271551094,0.372389692378458,0.423879978329998
0.111297579983385,0.374897734253068,0.423146511972628
0.109902277636216,0.379793302764622,0.421679298003504
0.11103771491312,0.386335674482254,0.420858615152967
0.113971997022874,0.396221831114326,0.418993882969449
0.115925870164254,0.403908322013336,0.416802173321894
0.116489316028989,0.409329846710905,0.414549826562424
