x,y,z
0.143283536589496,0.416293783262438,0.400153225326898
0.143268170079635,0.416106828375954,0.400192780929205
0.143154894975613,0.415175672354852,0.40039085637694
0.142764588969099,0.413393369365769,0.400621100870332
0.141889586850228,0.411110004394008,0.400872552888387
0.141092122283038,0.409273553100523,0.401133213561972
0.140752531962482,0.407148583451381,0.401306245051406
0.140497029759779,0.404625220715798,0.401570215334116
0.140177762884257,0.402788106929049,0.401711252122135
0.139731395192237,0.400404967544363,0.401899968463103
0.139299209043248,0.398635387713275,0.402031943659767
0.139288054731752,0.398317634811033,0.402018492201991
0.139328898145531,0.398318146086265,0.402017777853854
0.139680116464183,0.398225397060048,0.402023468548138
0.140025698852356,0.398168040329527,0.402060934449367
0.140328750144027,0.398339127577785,0.402206051454154
0.141173781663313,0.39866286641377,0.402343529688668
0.142200525769701,0.398676320486167,0.402385588743993
0.14327557495546,0.398719636311719,0.402307235268762
0.143655575659124,0.399176167237622,0.40178645784795
0.144079461541794,0.399685932889422,0.401661700999961
0.144742565408968,0.40044121690719,0.401839153968288
0.146580785363972,0.402657298929421,0.401113403529964
0.148529698041247,0.40371175886484,0.401326787208191
0.151254190277428,0.404087132312955,0.400757805403778
0.153774818518087,0.404547709546534,0.400634141079885
0.156726704036823,0.404633038011341,0.40044500556065
0.159089679146698,0.404414884533324,0.400266558498897
0.161003901443691,0.405625430400338,0.400447040272696
0.162731426180766,0.407735805114212,0.399998396555333
0.16362234989847,0.408810491433854,0.400143121321332
0.164473283263282,0.409910026919795,0.399409882698391
0.164519158070842,0.40995408681519,0.399399058444213
0.16451329312055,0.409954136858063,0.399400450999699
0.164500991504211,0.409942930640374,0.399425974034415
0.16449769359937,0.409947495982298,0.399412811144342
0.164494034228393,0.409927314835428,0.399442624529406
0.164455833136298,0.409915222970944,0.399490847300869
0.164435984205297,0.409849457973678,0.399600591510458
0.16437812692332,0.409768321874171,0.399678577921007
0.164191034171614,0.409521246123218,0.399772041699686
0.16378704492196,0.408578179673257,0.39994231102953
0.16355684707446,0.406812864790107,0.400135453643557
0.163512797470919,0.403764216518104,0.400291358482356
0.163442337375412,0.401410171430675,0.400343286312036
0.162957877149584,0.400285400363835,0.400377587423882
0.161853666232022,0.398402354780759,0.400591469152974
0.160868871847656,0.396504227948348,0.400670376858943
0.16035346375807,0.395032278601476,0.400690517321897
0.160244148924407,0.3943987096188,0.400705821158577
0.16013198848459,0.393419260495882,0.400645926519462
0.160081906658644,0.391859821307135,0.400565325177452
0.159974470364563,0.390805556776088,0.400502580237297
0.159975229709185,0.390806026486148,0.400512373084943
0.159966692817381,0.390827544892874,0.400515324016743
0.159994056543343,0.390827870193812,0.400520111253938
0.160014540236141,0.390851242278161,0.400519552699332
0.160025559043981,0.390864869869231,0.400512068341582
0.160033740867411,0.390896154836725,0.40051184459171
0.160003486955766,0.390895070745294,0.400553000991745
0.160013315670476,0.390893633511794,0.400563942508316
0.160046343046453,0.39093218685704,0.400595736458031
0.160281257965538,0.391251069088541,0.400694087371811
0.160665509435928,0.39168929124639,0.400869712297626
0.160745626730797,0.391771147388533,0.401106216649361
0.160805492414509,0.391857401246062,0.401048106282623
0.16101923939495,0.392098289165461,0.401038060499826
0.161416313759347,0.39260318959242,0.400315457089472
0.161428390201069,0.392606295092894,0.400321968891252
0.161599237201829,0.392612991805224,0.400281309527758
0.16278871008763,0.392890470753769,0.400099038343
0.16437558583178,0.393479744206662,0.399943700961686
0.165081346903883,0.393969146680841,0.399862331840192
0.165258425085007,0.3941399903078,0.399882698015968
0.165857679484056,0.394816200420695,0.399643117381296
0.167037078388344,0.39617678928356,0.399509787455226
0.168271152610794,0.397542388467474,0.399359035928302
0.168996675086591,0.397636051677548,0.399253397269287
0.170421161769752,0.397386534197794,0.399075530481556
0.172010162322077,0.397412535051155,0.398894451867775
0.173326577460907,0.397886735481114,0.398788590138085
0.174136487002697,0.398660424595216,0.398859155068088
0.17495857652735,0.399635020935424,0.398613770509369
0.175593452660685,0.400312617347533,0.398330256935447
0.17613645729544,0.400820418676377,0.398099271800982
0.177345162771996,0.401481359892199,0.397915686467307
0.179653131674067,0.401695410223915,0.398097525596038
0.181587630763764,0.401371829969196,0.397759541301263
0.182497681817098,0.401073251310904,0.397781698878329
0.182676958337124,0.401202171680129,0.397601144558273
0.183076290693645,0.40164587682046,0.397419503351525
0.183594425025683,0.402275951033013,0.397527298307442
0.184449208012091,0.40327587312405,0.397221967378841
