x,y,z
0.20182552261972436,0.4107909271851265,0.40267323102823205
0.1994016066424939,0.4127794876920771,0.40372538009872583
0.1960722574366595,0.4150361115871037,0.4046808272067427
0.1922803109118289,0.4174740393838723,0.4055649642516757
0.18616176369800924,0.4206350014080916,0.40632801180103806
0.17550494053999055,0.42524015386503045,0.407320552629763
0.16014315991098715,0.42981843540844744,0.40924162118816776
0.14481061822048458,0.43168677351841356,0.4116594382244328
0.13080906239486256,0.4289720720810209,0.4147706114046641
0.11746659170988114,0.421500118017168,0.41744236378915006
0.1047176004797144,0.41200231523026765,0.4189873415386806
0.0930997154264896,0.40121889816205664,0.41995370697423734
0.0818638944550403,0.38859239856651134,0.4218985892947199
0.07072613549584013,0.3730373103828969,0.4239160835917135
0.06288990468752104,0.35521100216027834,0.42334809346319746
0.059434737064825965,0.3373286948479517,0.42029982898287593
0.062019582916804344,0.3217360717974181,0.41661173140160135
0.07019354129177478,0.30779442833416637,0.41183343100908726
